movieId,title,cluster_no
3325,"Next Best Thing, The",16
3326,What Planet Are You From?,1
3327,Beyond the Mat,11
3328,Ghost Dog: The Way of the Samurai,6
3329,The Year My Voice Broke,13
3330,Splendor in the Grass,13
3331,My Tutor,0
3334,Key Largo,6
3338,For All Mankind,11
3341,Born Yesterday,1
3342,Birdy,0
3344,Blood Feast,17
3345,"Charlie, the Lonesome Cougar",4
3347,Never Cry Wolf,0
3350,"Raisin in the Sun, A",0
3353,"Closer You Get, The",5
3354,Mission to Mars,8
3355,"Ninth Gate, The",3
3357,East-West (Est-ouest),13
3358,Defending Your Life,10
3359,Breaking Away,16
3360,Hoosiers (a.k.a. Best Shot),13
3361,Bull Durham,10
3362,Dog Day Afternoon,6
3363,American Graffiti,16
3364,"Asphalt Jungle, The",6
3365,"Searchers, The",0
3368,"Big Country, The",13
3370,Betrayed,15
3372,"Bridge at Remagen, The",7
3374,Daughters of the Dust,0
3378,"Ogre, The (Unhold, Der)",0
3379,On the Beach,0
3384,"Taking of Pelham One Two Three, The",9
3385,Volunteers,1
3386,JFK,15
3387,Who's Harry Crumb?,1
3388,Harry and the Hendersons,1
3389,Let's Get Harry,14
3390,Shanghai Surprise,13
3391,Who's That Girl?,1
3392,She-Devil,1
3393,Date with an Angel,5
3394,Blind Date,5
3395,Nadine,1
3396,"Muppet Movie, The",12
3397,"Great Muppet Caper, The",1
3398,"Muppets Take Manhattan, The",1
3400,We're Back! A Dinosaur's Story,4
3401,Baby... Secret of the Lost Legend,8
3402,Turtle Diary,10
3403,Raise the Titanic,15
3404,Titanic,0
3405,"Night to Remember, A",0
3406,Captain Horatio Hornblower R.N.,14
3408,Erin Brockovich,0
3409,Final Destination,15
3410,Soft Fruit,16
3412,"Bear, The (Ours, L')",4
3414,Love Is a Many-Splendored Thing,13
3415,"Mirror, The (Zerkalo)",0
3417,"Crimson Pirate, The",1
3418,Thelma & Louise,6
3420,...And Justice for All,15
3421,Animal House,1
3422,She's Gotta Have It,5
3423,School Daze,0
3424,Do the Right Thing,0
3425,Mo' Better Blues,0
3426,Jungle Fever,13
3428,"Champ, The",0
3429,Creature Comforts,1
3430,Death Wish,9
3431,Death Wish 2,0
3432,Death Wish 3,0
3433,Death Wish 4: The Crackdown,0
3434,Death Wish 5: The Face of Death,0
3435,Double Indemnity,6
3436,Dying Young,13
3438,Teenage Mutant Ninja Turtles,12
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,4
3440,Teenage Mutant Ninja Turtles III,12
3441,Red Dawn,0
3442,Band of the Hand,9
3444,Bloodsport,7
3445,Eyes of Laura Mars,3
3446,Funny Bones,16
3447,"Good Earth, The",0
3448,"Good Morning, Vietnam",16
3449,"Good Mother, The",0
3450,Grumpy Old Men,1
3451,Guess Who's Coming to Dinner,0
3452,Romeo Must Die,9
3453,Here on Earth,13
3454,Whatever It Takes,5
3455,Buddy Boy,15
3456,"Color of Paradise, The (Rang-e khoda)",0
3459,Gothic,0
3461,Lord of the Flies,15
3462,Modern Times,10
3466,Heart and Souls,1
3467,Hud,0
3468,"Hustler, The",0
3469,Inherit the Wind,0
3470,Dersu Uzala,0
3471,Close Encounters of the Third Kind,0
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),1
3474,Retroactive,8
3475,"Place in the Sun, A",13
3476,Jacob's Ladder,17
3477,Empire Records,16
3478,"Bamba, La",0
3479,Ladyhawke,4
3480,Lucas,13
3481,High Fidelity,10
3483,"Road to El Dorado, The",4
3484,"Skulls, The",3
3489,Hook,12
3492,"Son of the Sheik, The",5
3494,True Grit,0
3496,Madame Sousatzka,0
3497,Max Dugan Returns,1
3498,Midnight Express,0
3499,Misery,15
3500,Mr. Saturday Night,16
3501,Murphy's Romance,5
3502,My Life,0
3503,Solaris (Solyaris),0
3504,Network,16
3505,No Way Out,15
3506,North Dallas Forty,16
3507,"Odd Couple, The",1
3508,"Outlaw Josey Wales, The",2
3510,Frequency,15
3511,Ready to Rumble,1
3512,Return to Me,13
3513,Rules of Engagement,15
3514,Joe Gould's Secret,0
3515,Me Myself I,5
3516,"Bell, Book and Candle",5
3519,Force 10 from Navarone,0
3521,Mystery Train,16
3524,Arthur,5
3525,Bachelor Party,1
3526,Parenthood,16
3527,Predator,2
3528,"Prince of Tides, The",13
3529,"Postman Always Rings Twice, The",6
3531,All the Vermeers in New York,10
3534,28 Days,0
3535,American Psycho,3
3536,Keeping the Faith,10
3537,Where the Money Is,16
3538,East is East,1
3539,"Filth and the Fury, The",11
3543,Diner,16
3544,Shakes the Clown,1
3545,Cabaret,0
3546,What Ever Happened to Baby Jane?,15
3548,Auntie Mame,16
3549,Guys and Dolls,5
3550,The Hunger,17
3551,Marathon Man,6
3552,Caddyshack,1
3553,Gossip,15
3554,Love and Basketball,13
3555,U-571,2
3556,"Virgin Suicides, The",13
3557,Jennifer 8,3
3559,Limelight,10
3563,"Crow: Salvation, The",7
3564,"Flintstones in Viva Rock Vegas, The",1
3565,Where the Heart Is,16
3566,"Big Kahuna, The",16
3567,Bossa Nova,10
3568,Smiling Fish and Goat on Fire,5
3569,"Idiots, The (Idioterne)",16
3571,Time Code,16
3572,Carnosaur,8
3573,Carnosaur 2,8
3574,Carnosaur 3: Primal Species,8
3576,"Hidden, The",7
3577,Two Moon Junction,13
3578,Gladiator,14
3580,Up at the Villa,0
3581,Human Traffic,1
3584,Breathless,15
3586,The Idolmaker,13
3587,Inferno,17
3590,"Lords of Flatbush, The",16
3591,Mr. Mom,16
3592,"Time Masters (Maîtres du temps, Les)",8
3593,Battlefield Earth,7
3594,Center Stage,0
3596,Screwed,1
3597,Whipped,1
3598,Hamlet,6
3599,Anchors Aweigh,1
3604,Gypsy,11
3606,On the Town,5
3608,Pee-wee's Big Adventure,1
3609,Regret to Inform,11
3614,Honeymoon in Vegas,5
3615,Dinosaur,4
3616,Loser,5
3617,Road Trip,1
3618,Small Time Crooks,1
3619,"Hollywood Knights, The",1
3622,"Twelve Chairs, The",1
3623,Mission: Impossible II,2
3624,Shanghai Noon,14
3625,Better Living Through Circuitry,11
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),1
3627,Carnival of Souls,3
3628,Flying Tigers,13
3629,"Gold Rush, The",5
3632,Monsieur Verdoux,1
3633,On Her Majesty's Secret Service,2
3634,Seven Days in May,3
3635,"Spy Who Loved Me, The",2
3637,Vagabond (Sans toit ni loi),0
3638,Moonraker,2
3639,"Man with the Golden Gun, The",2
3640,"King in New York, A",16
3641,"Woman of Paris, A",0
3643,"Fighting Seabees, The",0
3646,Big Momma's House,1
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",8
3649,American Gigolo,0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",17
3653,"Endless Summer, The",11
3654,"Guns of Navarone, The",14
3655,Blow-Out (La grande bouffe),0
3658,Quatermass and the Pit,8
3660,Puppet Master,8
3661,Puppet Master II,8
3662,Puppet Master III: Toulon's Revenge,8
3663,Puppet Master 4,8
3664,Puppet Master 5: The Final Chapter,8
3667,Rent-A-Cop,9
3668,Romeo and Juliet,13
3669,Stay Tuned,1
3671,Blazing Saddles,1
3672,Benji,4
3673,Benji the Hunted,4
3674,For the Love of Benji,16
3675,White Christmas,5
3676,Eraserhead,0
3677,Baraka,11
3678,"Man with the Golden Arm, The",0
3679,"Decline of Western Civilization, The",11
3680,"Decline of Western Civilization Part II: The Metal Years, The",11
3681,For a Few Dollars More (Per qualche dollaro in più),15
3682,Magnum Force,9
3683,Blood Simple,6
3684,"Fabulous Baker Boys, The",13
3685,Prizzi's Honor,10
3686,Flatliners,8
3687,Light Years (Gandahar),4
3688,Porky's,1
3689,Porky's II: The Next Day,1
3690,Porky's Revenge,1
3691,Private School,1
3692,Class of Nuke 'Em High,1
3693,"Toxic Avenger, The",1
3694,"Toxic Avenger, Part II, The",1
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",1
3696,Night of the Creeps,8
3697,Predator 2,2
3698,"Running Man, The",7
3699,Starman,13
3700,"Brother from Another Planet, The",0
3701,Alien Nation,6
3702,Mad Max,14
3703,"Road Warrior, The (Mad Max 2)",2
3704,Mad Max Beyond Thunderdome,14
3705,Bird on a Wire,5
3706,Angel Heart,3
3707,9 1/2 Weeks (Nine 1/2 Weeks),13
3708,Firestarter,3
3709,Sleepwalkers,17
3710,Action Jackson,9
3711,Sarafina!,0
3712,Soapdish,1
3713,"Long Walk Home, The",0
3714,Clara's Heart,0
3715,Burglar,1
3716,Fatal Beauty,9
3717,Gone in 60 Seconds,9
3719,Love's Labour's Lost,5
3720,Sunshine,0
3723,Hamlet,0
3724,Coming Home,0
3725,American Pop,11
3726,Assault on Precinct 13,2
3727,Near Dark,17
3728,One False Move,6
3729,Shaft,9
3730,"Conversation, The",0
3731,Cutter's Way,15
3732,"Fury, The",17
3733,"Paper Chase, The",0
3735,Serpico,6
3736,"Ace in the Hole (Big Carnival, The)",0
3737,Lonely Are the Brave,0
3738,"Sugarland Express, The",0
3739,Trouble in Paradise,5
3740,Big Trouble in Little China,14
3741,Badlands,6
3742,Battleship Potemkin,0
3743,Boys and Girls,5
3744,Shaft,9
3745,Titan A.E.,14
3746,Butterfly (La lengua de las mariposas),0
3747,Jesus' Son,0
3751,Chicken Run,12
3752,"Me, Myself & Irene",1
3753,"Patriot, The",0
3754,"Adventures of Rocky and Bullwinkle, The",12
3755,"Perfect Storm, The",15
3756,"Golden Bowl, The",0
3758,Communion,15
3760,"Kentucky Fried Movie, The",1
3761,"Blood In, Blood Out",9
3763,F/X,9
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),9
3765,"Hot Spot, The",13
3766,Missing in Action,7
3767,Missing in Action 2: The Beginning,7
3768,Braddock: Missing in Action III,7
3769,Thunderbolt and Lightfoot,7
3770,Dreamscape,8
3771,The Golden Voyage of Sinbad,14
3773,House Party,1
3774,House Party 2,10
3783,Croupier,6
3784,"Kid, The",1
3785,Scary Movie,1
3786,But I'm a Cheerleader,1
3787,Shower (Xizao),1
3788,Blow-Up (Blowup),0
3789,"Pawnbroker, The",0
3790,Groove,0
3791,Footloose,0
3792,Duel in the Sun,13
3793,X-Men,14
3794,Chuck & Buck,16
3795,"Five Senses, The",0
3797,"In Crowd, The",3
3798,What Lies Beneath,17
3799,Pokémon the Movie 2000,4
3801,Anatomy of a Murder,0
3802,Freejack,7
3806,Mackenna's Gold,11
3807,Sinbad and the Eye of the Tiger,4
3808,"Two Women (Ciociara, La)",0
3809,What About Bob?,1
3810,White Sands,15
3811,Breaker Morant,0
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1
3813,Interiors,0
3814,Love and Death,1
3816,"Official Story, The (La historia oficial)",0
3819,Tampopo,1
3821,Nutty Professor II: The Klumps,1
3822,"Girl on the Bridge, The (Fille sur le pont, La)",13
3823,Wonderland,0
3824,Autumn in New York,13
3825,Coyote Ugly,10
3826,Hollow Man,8
3827,Space Cowboys,14
3830,Psycho Beach Party,3
3831,Saving Grace,1
3832,"Black Sabbath (Tre volti della paura, I)",17
3833,"Brain That Wouldn't Die, The",8
3834,Bronco Billy,13
3835,"Crush, The",3
3836,Kelly's Heroes,1
3837,Phantasm II,2
3838,Phantasm III: Lord of the Dead,17
3839,Phantasm IV: Oblivion,17
3840,Pumpkinhead,17
3841,Air America,1
3843,Sleepaway Camp,17
3844,Steel Magnolias,0
3845,And God Created Woman (Et Dieu... créa la femme),0
3846,Easy Money,1
3847,"Ilsa, She Wolf of the SS",17
3849,The Spiral Staircase,3
3851,I'm the One That I Want,1
3852,"Tao of Steve, The",1
3855,"Affair of Love, An (Liaison pornographique, Une)",13
3857,Bless the Child,3
3858,Cecil B. DeMented,1
3859,"Eyes of Tammy Faye, The",11
3861,"Replacements, The",1
3862,About Adam,1
3863,"Cell, The",15
3864,Godzilla 2000 (Gojira ni-sen mireniamu),14
3865,"Original Kings of Comedy, The",1
3868,"Naked Gun: From the Files of Police Squad!, The",5
3869,"Naked Gun 2 1/2: The Smell of Fear, The",1
3870,Our Town,0
3871,Shane,0
3872,"Suddenly, Last Summer",0
3873,Cat Ballou,1
3877,Supergirl,14
3879,"Art of War, The",2
3882,Bring It On,1
3884,"Crew, The",1
3888,Skipped Parts,13
3889,Highlander: Endgame (Highlander IV),14
3893,Nurse Betty,10
3894,Solas,0
3895,"Watcher, The",6
3896,"Way of the Gun, The",6
3897,Almost Famous,0
3898,Bait,1
3899,Circus,6
3900,Crime and Punishment in Suburbia,16
3901,Duets,16
3906,Under Suspicion,6
3908,Urban Legends: Final Cut,17
3909,Woman on Top,5
3910,Dancer in the Dark,0
3911,Best in Show,1
3912,Beautiful,16
3914,"Broken Hearts Club, The",0
3915,Girlfight,0
3916,Remember the Titans,0
3917,Hellraiser,17
3918,Hellbound: Hellraiser II,17
3919,Hellraiser III: Hell on Earth,17
3920,"Faraway, So Close (In weiter Ferne, so nah!)",13
3922,Bikini Beach,1
3925,Stranger Than Paradise,16
3926,Voyage to the Bottom of the Sea,8
3927,Fantastic Voyage,8
3928,Abbott and Costello Meet Frankenstein,1
3929,"Bank Dick, The",1
3930,"Creature from the Black Lagoon, The",8
3932,"Invisible Man, The",8
3933,"Killer Shrews, The",8
3937,Runaway,8
3938,"Slumber Party Massacre, The",17
3939,Slumber Party Massacre II,17
3940,Slumber Party Massacre III,17
3941,Sorority House Massacre,17
3942,Sorority House Massacre II,17
3943,Bamboozled,1
3945,Digimon: The Movie,4
3946,Get Carter,15
3947,Get Carter,9
3948,Meet the Parents,1
3949,Requiem for a Dream,0
3950,Tigerland,0
3951,Two Family House,0
3952,"Contender, The",15
3953,Dr. T and the Women,5
3955,"Ladies Man, The",1
3957,Billy Jack,0
3958,Billy Jack Goes to Washington,0
3959,"Time Machine, The",14
3962,Ghoulies II,1
3963,"Unsinkable Molly Brown, The",11
3964,"Adventures of Ichabod and Mr. Toad, The",4
3965,"Strange Love of Martha Ivers, The",0
3966,Detour,6
3967,Billy Elliot,0
3968,Bedazzled,1
3969,Pay It Forward,0
3971,"Private Eyes, The",1
3972,"Legend of Drunken Master, The (Jui kuen II)",1
3973,Book of Shadows: Blair Witch 2,3
3974,"Little Vampire, The",4
3977,Charlie's Angels,1
3978,"Legend of Bagger Vance, The",13
3979,Little Nicky,1
3980,Men of Honor,0
3981,Red Planet,2
3983,You Can Count on Me,13
3984,Diamonds Are Forever,2
3985,"Eagle Has Landed, The",0
3986,"6th Day, The",2
3987,Bounce,13
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),12
3989,One Day in September,11
3990,Rugrats in Paris: The Movie,12
3991,102 Dalmatians,1
3992,Malèna,13
3993,Quills,13
3994,Unbreakable,0
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",13
3997,Dungeons & Dragons,14
3998,Proof of Life,0
3999,Vertical Limit,14
4000,"Bounty, The",0
4002,"Planes, Trains & Automobiles",1
4003,She's Having a Baby,1
4005,"Living Daylights, The",2
4006,Transformers: The Movie,4
4007,Wall Street,0
4008,Born on the Fourth of July,0
4009,Talk Radio,0
4010,Brewster's Millions,1
4011,Snatch,6
4012,Punchline,16
4014,Chocolat,13
4015,"Dude, Where's My Car?",1
4016,"Emperor's New Groove, The",12
4017,Pollock,0
4018,What Women Want,5
4019,Finding Forrester,0
4020,"Gift, The",3
4021,Before Night Falls,0
4022,Cast Away,0
4023,"Family Man, The",10
4024,"House of Mirth, The",13
4025,Miss Congeniality,1
4027,"O Brother, Where Art Thou?",1
4029,State and Main,16
4030,Dracula 2000,17
4031,All the Pretty Horses,13
4032,"Everlasting Piece, An",1
4033,Thirteen Days,15
4034,Traffic,6
4035,"Claim, The",13
4036,Shadow of the Vampire,0
4037,House of Games,6
4039,Annie,11
4040,Don't Tell Mom the Babysitter's Dead,1
4041,"Officer and a Gentleman, An",13
4042,"Alamo, The",0
4043,At Close Range,6
4046,Friendly Persuasion,0
4047,Gettysburg,0
4051,Horrors of Spider Island (Ein Toter Hing im Netz),8
4052,Antitrust,6
4053,Double Take,1
4054,Save the Last Dance,13
4055,Panic,0
4056,"Pledge, The",6
4061,The Man in the Moon,13
4062,Mystic Pizza,10
4063,Prelude to a Kiss,10
4064,Coffy,9
4065,Foxy Brown,9
4066,I'm Gonna Git You Sucka,1
4067,Untamed Heart,13
4068,Sugar & Spice,1
4069,"Wedding Planner, The",5
4074,"Legend of Rita, The (Stille nach dem Schuß, Die)",0
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",15
4078,Amazing Grace and Chuck,0
4079,Amazon Women on the Moon,1
4080,Baby Boom,1
4081,Back to the Beach,1
4082,Barfly,10
4083,Best Seller,3
4084,Beverly Hills Cop II,9
4085,Beverly Hills Cop,9
4086,"Big Easy, The",9
4089,Born in East L.A.,1
4090,"Brave Little Toaster, The",4
4091,Can't Buy Me Love,5
4092,Cherry 2000,8
4093,Cop,3
4102,Eddie Murphy Raw,1
4103,Empire of the Sun,14
4104,Ernest Goes to Camp,1
4105,"Evil Dead, The",3
4109,Flowers in the Attic,15
4110,"Fourth Protocol, The",3
4111,Gardens of Stone,0
4113,"Glass Menagerie, The",0
4115,Hiding Out,1
4116,Hollywood Shuffle,1
4117,Hope and Glory,0
4121,Innerspace,14
4123,Ishtar,1
4124,Jaws: The Revenge,3
4125,Leonard Part 6,1
4126,Less Than Zero,0
4127,"Like Father, Like Son",1
4128,"Lost Boys, The",3
4129,Made in Heaven,13
4130,Maid to Order,1
4131,Making Mr. Right,5
4132,Mannequin,5
4133,Masters of the Universe,14
4135,"Monster Squad, The",1
4138,My Demon Lover,1
4139,No Man's Land,6
4141,Head Over Heels,5
4142,Left Behind: The Movie,2
4143,Valentine,17
4144,In the Mood For Love (Fa yeung nin wa),13
4146,"Million Dollar Hotel, The",13
4147,Nico and Dani (Krámpack),10
4148,Hannibal,3
4149,Saving Silverman (Evil Woman),5
4152,Vatel,0
4153,Down to Earth,5
4154,Recess: School's Out,4
4155,Sweet November,13
4156,Company Man,1
4157,"Price of Milk, The",10
4158,Monkeybone,12
4159,3000 Miles to Graceland,2
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",13
4161,"Mexican, The",1
4164,"Caveman's Valentine, The",0
4166,Series 7: The Contenders,0
4167,15 Minutes,3
4168,Get Over It,5
4171,Long Night's Journey Into Day,11
4174,Avalon,0
4175,Gray's Anatomy,16
4178,Of Mice and Men,0
4180,Reform School Girls,0
4181,Tapeheads,1
4184,"Bishop's Wife, The",10
4187,Lilies of the Field,0
4189,"Greatest Story Ever Told, The",0
4190,Elmer Gantry,0
4191,Alfie,10
4193,"Fantasticks, The",11
4194,I Know Where I'm Going!,13
4195,"Abominable Dr. Phibes, The",17
4197,Real Life,1
4198,Battle Beyond the Stars,8
4200,Double Impact,7
4202,Fuzz,0
4203,Harley Davidson and the Marlboro Man,9
4204,Losin' It,1
4205,Mermaids,10
4207,Navy Seals,14
4210,Manhunter,9
4211,Reversal of Fortune,0
4212,Death on the Nile,6
4214,Revenge of the Nerds,1
4215,Revenge of the Nerds II: Nerds in Paradise,1
4217,4 Little Girls,11
4218,River's Edge,6
4219,Girls Just Want to Have Fun,1
4220,"Longest Yard, The",1
4221,Necessary Roughness,1
4223,Enemy at the Gates,0
4224,Exit Wounds,2
4225,"Dish, The",1
4226,Memento,3
4228,Heartbreakers,5
4229,Say It Isn't So,5
4231,Someone Like You,5
4232,Spy Kids,14
4233,Tomcats,1
4234,"Tailor of Panama, The",15
4235,Amores Perros (Love's a Bitch),15
4236,Keep the River on Your Right: A Modern Cannibal Tale,11
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)",11
4238,Along Came a Spider,9
4239,Blow,6
4240,Just Visiting,1
4241,Pokémon 3: The Movie,4
4242,Beautiful Creatures,6
4243,Brigham City,6
4246,Bridget Jones's Diary,10
4247,Joe Dirt,5
4248,Josie and the Pussycats,1
4251,Chopper,15
4252,"Circle, The (Dayereh)",0
4254,Crocodile Dundee in Los Angeles,16
4255,Freddy Got Fingered,1
4256,"Center of the World, The",0
4259,"Luzhin Defence, The",13
4260,"Visit, The",0
4262,Scarface,9
4263,Days of Wine and Roses,0
4265,Driven,2
4267,One Night at McCool's,1
4268,Town & Country,1
4270,"Mummy Returns, The",2
4273,Under the Sand,0
4275,Krull,14
4276,Lost in America,1
4278,Triumph of the Will (Triumph des Willens),11
4280,"World According to Garp, The",10
4282,Fellini Satyricon,0
4284,Frankie and Johnny,1
4285,Frankie and Johnny,5
4289,"City of Women, The (Città delle donne, La)",16
4290,For the Boys,16
4291,Nine to Five (a.k.a. 9 to 5),1
4292,Norma Rae,0
4293,Summer Rental,1
4294,"5,000 Fingers of Dr. T, The",4
4296,Love Story,13
4297,Pelle the Conqueror (Pelle erobreren),0
4298,Rififi (Du rififi chez les hommes),6
4299,"Knight's Tale, A",5
4300,Bread and Roses,0
4304,Startup.com,11
4305,Angel Eyes,3
4306,Shrek,12
4307,"Fast Food, Fast Women",5
4308,Moulin Rouge,13
4310,Pearl Harbor,13
4312,Himalaya (Himalaya - l'enfance d'un chef),0
4313,"Man Who Cried, The",0
4316,Ice Castles,0
4317,Love Potion #9,5
4321,City Slickers,1
4322,Eight Men Out,0
4323,"Horse Soldiers, The",11
4325,"Night, The (Notte, La)",0
4326,Mississippi Burning,6
4327,"Magnificent Seven, The",11
4329,Rio Bravo,11
4333,Throw Momma from the Train,1
4334,Yi Yi,0
4337,"Sand Pebbles, The",13
4338,Twelve O'Clock High,0
4339,Von Ryan's Express,14
4340,"Animal, The",1
4342,Big Eden,13
4343,Evolution,1
4344,Swordfish,9
4345,"Anniversary Party, The",0
4347,Divided We Fall (Musíme si pomáhat),16
4349,Catch-22,1
4350,Forgotten Silver,1
4351,Point Break,9
4353,Uncommon Valor,7
4354,Unlawful Entry,6
4355,Youngblood,0
4356,Gentlemen Prefer Blondes,5
4357,How to Marry a Millionaire,10
4359,"Seven Year Itch, The",1
4361,Tootsie,5
4366,Atlantis: The Lost Empire,4
4367,Lara Croft: Tomb Raider,14
4368,Dr. Dolittle 2,1
4369,"Fast and the Furious, The",9
4370,A.I. Artificial Intelligence,0
4371,Baby Boy,6
4372,Crazy/Beautiful,13
4373,Pootie Tang,1
4374,Let It Snow,5
4378,Sexy Beast,6
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",13
4381,"Closet, The (Placard, Le)",1
4383,"Crimson Rivers, The (Rivières pourpres, Les)",6
4384,Lumumba,0
4386,Cats & Dogs,1
4387,Kiss of the Dragon,7
4388,Scary Movie 2,1
4389,Lost and Delirious,0
4390,Rape Me (Baise-moi),6
4392,Alice,10
4393,Another Woman,0
4394,Beach Blanket Bingo,1
4395,Big Deal on Madonna Street (I Soliti Ignoti),1
4396,"Cannonball Run, The",1
4397,Cannonball Run II,1
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",16
4402,Dr. Goldfoot and the Bikini Machine,1
4403,"Fall of the House of Usher, The (House of Usher)",17
4404,Faust,17
4406,"Man Who Shot Liberty Valance, The",6
4407,Salvador,15
4408,September,0
4409,Shadows and Fog,15
4410,Something Wild,16
4412,"Thing with Two Heads, The",8
4419,All That Heaven Allows,13
4420,"Barefoot Contessa, The",0
4422,Cries and Whispers (Viskningar och rop),0
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",0
4426,Kiss Me Deadly,11
4427,"Lion in Winter, The",0
4428,"Misfits, The",10
4429,Moby Dick,0
4432,Sweet Smell of Success,0
4433,Written on the Wind,0
4434,"10th Victim, The (La decima vittima)",2
4436,Obsession,3
4437,Suspiria,17
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",15
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),0
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",2
4441,Game of Death,7
4442,"Last Dragon, The",16
4443,Outland,2
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",9
4445,T-Rex: Back to the Cretaceous,11
4446,Final Fantasy: The Spirits Within,4
4447,Legally Blonde,5
4448,"Score, The",0
4449,Adanggaman,0
4450,Bully,6
4451,Jump Tomorrow,10
4452,Made,1
4453,Michael Jordan to the Max,11
4454,More,0
4458,Africa: The Serengeti,11
4459,Alaska: Spirit of the Wild,11
4462,18 Again!,1
4463,1969,0
4464,"Accidental Tourist, The",10
4465,"Accused, The",0
4466,Above the Law,9
4467,"Adventures of Baron Munchausen, The",12
4470,Ariel,0
4471,Arthur 2: On the Rocks,5
4473,Bat*21,0
4474,Beaches,16
4475,"Beast of War, The (Beast, The)",0
4476,Big Business,1
4477,Big Top Pee-Wee,12
4478,Biloxi Blues,16
4480,"Blob, The",8
4482,"Bright Lights, Big City",0
4483,Caddyshack II,1
4484,Camille Claudel,0
4487,Cocktail,13
4488,Colors,9
4489,Coming to America,5
4490,"Couch Trip, The",1
4492,Critters,1
4495,Crossing Delancey,5
4496,D.O.A.,3
4497,Dead Heat,7
4498,"Dead Pool, The",9
4499,Dirty Rotten Scoundrels,1
4500,Drowning by Numbers,16
4502,Ernest Saves Christmas,1
4504,Feds,1
4505,For Keeps,13
4506,Frantic,6
4508,Gorillas in the Mist,0
4509,"Great Outdoors, The",1
4511,High Spirits,1
4516,Johnny Be Good,1
4517,Lady in White (a.k.a. The Mystery of the Lady in White),3
4518,The Lair of the White Worm,1
4519,"Land Before Time, The",4
4520,License to Drive,1
4521,Little Nikita,0
4522,Masquerade,3
4523,Milagro Beanfield War,16
4524,Moon Over Parador,1
4526,My Stepmother Is an Alien,5
4527,"Night in the Life of Jimmy Reardon, A",5
4529,Bagdad Cafe (Out of Rosenheim),16
4531,Red Heat,7
4533,"Return of the Living Dead, The",8
4534,Return to Snowy River (a.k.a. The Man From Snowy River II),0
4535,"Man from Snowy River, The",13
4537,Running on Empty,0
4541,"Serpent and the Rainbow, The",17
4544,Short Circuit 2,1
4545,Short Circuit,1
4546,"Vanishing, The (Spoorloos)",15
4552,"Tetsuo, the Ironman (Tetsuo)",2
4553,They Live,2
4557,Tucker: The Man and His Dream,0
4558,Twins,1
4562,Without a Clue,1
4563,Young Einstein,1
4564,Always,13
4565,American Ninja,14
4568,Best of the Best,7
4571,Bill & Ted's Excellent Adventure,1
4572,Black Rain,9
4573,Blaze,16
4574,Blind Fury,2
4577,Casualties of War,0
4578,Chances Are,5
4580,Cyborg,7
4581,Dad,0
4583,Disorganized Crime,1
4584,Dream a Little Dream,10
4585,"Dream Team, The",1
4587,Earth Girls Are Easy,1
4589,Eddie and the Cruisers,0
4591,Erik the Viking,12
4593,Family Business,1
4594,Farewell to the King,7
4595,Fat Man and Little Boy,0
4597,Gleaming the Cube,0
4599,Great Balls of Fire!,0
4600,Gross Anatomy (a.k.a. A Cut Above),16
4602,Harlem Nights,5
4603,Her Alibi,5
4605,How to Get Ahead in Advertising,1
4608,"Innocent Man, An",6
4610,"January Man, The",6
4611,Johnny Handsome,6
4612,Jesus of Montreal (Jésus de Montréal),0
4613,K-9,9
4614,Kickboxer,7
4615,Last Exit to Brooklyn,0
4616,Lean on Me,0
4617,Let It Ride,1
4619,Little Monsters,1
4621,Look Who's Talking,5
4622,Loverboy,1
4623,Major League,1
4624,Meet the Feebles,1
4625,Millennium,15
4626,Miracle Mile,13
4628,New York Stories,16
4629,Next of Kin,9
4630,No Holds Barred,7
4632,"Package, The",2
4634,Penn & Teller Get Killed,1
4635,Pink Cadillac,16
4636,"Punisher, The",7
4638,Jurassic Park III,2
4639,America's Sweethearts,5
4640,Brother,9
4641,Ghost World,16
4642,Hedwig and the Angry Inch,16
4643,Planet of the Apes,14
