movieid,title,cluster_no
2735,"Golden Child, The",3
2736,Brighton Beach Memoirs,7
2737,Assassination,6
2738,Crimes of the Heart,1
2739,"Color Purple, The",0
2740,"Kindred, The",15
2741,No Mercy,16
2742,Ménage (Tenue de soirée),1
2743,Native Son,0
2744,Otello,0
2745,"Mission, The",0
2746,Little Shop of Horrors,7
2747,"Little Shop of Horrors, The",7
2748,Allan Quatermain and the Lost City of Gold,3
2749,"Morning After, The",0
2750,Radio Days,1
2751,From the Hip,1
2752,Outrageous Fortune,7
2754,Deadtime Stories,2
2757,Frances,0
2759,Dick,7
2761,"Iron Giant, The",4
2762,"Sixth Sense, The",0
2763,"Thomas Crown Affair, The",14
2764,"Thomas Crown Affair, The",9
2765,"Acid House, The",1
2766,"Adventures of Sebastian Cole, The",1
2769,"Yards, The",9
2770,Bowfinger,7
2771,Brokedown Palace,0
2772,Detroit Rock City,7
2774,Better Than Chocolate,11
2775,Head On,0
2779,Heaven Can Wait,7
2782,Pit and the Pendulum,2
2784,"Masque of the Red Death, The",2
2786,Haunted Honeymoon,7
2787,Cat's Eye,2
2788,Monty Python's And Now for Something Completely Different,7
2789,Damien: Omen II,2
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",2
2791,Airplane!,7
2792,Airplane II: The Sequel,7
2793,"American Werewolf in Paris, An",11
2794,European Vacation (aka National Lampoon's European Vacation),11
2795,National Lampoon's Vacation,7
2796,Funny Farm,7
2797,Big,10
2798,Problem Child,7
2799,Problem Child 2,7
2800,Little Nemo: Adventures in Slumberland,4
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),12
2802,Tequila Sunrise,6
2803,"Pelican Brief, The",9
2804,"Christmas Story, A",7
2805,Mickey Blue Eyes,11
2806,Teaching Mrs. Tingle,7
2807,Universal Soldier: The Return,14
2808,Universal Soldier,14
2810,Perfect Blue,2
2812,In Too Deep,14
2813,"Source, The",8
2815,Iron Eagle,14
2816,Iron Eagle II,14
2817,Aces: Iron Eagle III,14
2818,Iron Eagle IV,14
2819,Three Days of the Condor (3 Days of the Condor),6
2820,Hamlet,0
2822,Medicine Man,12
2824,On the Ropes,0
2826,"13th Warrior, The",3
2827,"Astronaut's Wife, The",15
2828,Dudley Do-Right,7
2829,"Muse, The",7
2835,Chill Factor,3
2836,Outside Providence,7
2837,Bedrooms & Hallways,11
2839,West Beirut (West Beyrouth),0
2840,Stigmata,6
2841,Stir of Echoes,2
2843,"Black Cat, White Cat (Crna macka, beli macor)",11
2844,"Minus Man, The",0
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",1
2847,Only Angels Have Wings,12
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",0
2851,Saturn 3,13
2852,"Soldier's Story, A",0
2856,I Saw What You Did,5
2857,Yellow Submarine,17
2858,American Beauty,12
2859,Stop Making Sense,8
2860,Blue Streak,7
2861,For Love of the Game,1
2862,Caligula,0
2863,"Hard Day's Night, A",7
2865,Sugar Town,7
2866,"Buddy Holly Story, The",0
2867,Fright Night,2
2868,Fright Night Part II,2
2870,Barefoot in the Park,7
2871,Deliverance,6
2872,Excalibur,4
2874,"Pajama Game, The",11
2875,Sommersby,12
2876,Thumbelina,4
2877,Tommy,8
2878,Hell Night,2
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),3
2880,Armour of God (Long xiong hu di),3
2881,Double Jeopardy,16
2882,Jakob the Liar,0
2883,Mumford,1
2884,Dog Park,11
2885,Guinevere,12
2886,"Adventures of Elmo in Grouchland, The",7
2887,Simon Sez,7
2888,Drive Me Crazy,11
2889,"Mystery, Alaska",1
2890,Three Kings,3
2891,"Happy, Texas",7
2892,New Rose Hotel,0
2893,Plunkett & MaCleane,3
2894,Romance,12
2896,Alvarez Kelly,8
2897,And the Ship Sails On (E la nave va),7
2898,"Dark Half, The",2
2899,Gulliver's Travels,4
2900,Monkey Shines,15
2901,Phantasm,15
2902,Psycho II,2
2903,Psycho III,2
2905,Sanjuro (Tsubaki Sanjûrô),3
2906,Random Hearts,12
2907,Superstar,7
2908,Boys Don't Cry,0
2912,"Limey, The",9
2915,Risky Business,7
2916,Total Recall,13
2917,Body Heat,5
2918,Ferris Bueller's Day Off,7
2919,"Year of Living Dangerously, The",12
2921,High Plains Drifter,8
2922,Hang 'Em High,9
2924,Drunken Master (Jui kuen),7
2925,"Conformist, The (Conformista, Il)",0
2926,Hairspray,1
2927,Brief Encounter,12
2928,"Razor's Edge, The",0
2929,Reds,12
2930,Return with Honor,8
2931,Time of the Gypsies (Dom za vesanje),1
2932,Days of Heaven,0
2935,"Lady Eve, The",11
2936,Sullivan's Travels,11
2937,"Palm Beach Story, The",7
2939,Niagara,6
2940,Gilda,12
2941,South Pacific,12
2942,Flashdance,12
2943,Indochine,12
2944,"Dirty Dozen, The",0
2946,Help!,7
2947,Goldfinger,3
2948,From Russia with Love,3
2949,Dr. No,3
2950,"Blue Lagoon, The",12
2951,"Fistful of Dollars, A (Per un pugno di dollari)",14
2952,Sydney (Hard Eight),9
2953,Home Alone 2: Lost in New York,7
2956,Someone to Watch Over Me,16
2959,Fight Club,16
2961,"Story of Us, The",1
2962,Fever Pitch,11
2964,Julien Donkey-Boy,0
2965,"Omega Code, The",14
2966,"Straight Story, The",0
2967,"Bad Seed, The",6
2968,Time Bandits,17
2969,"Man and a Woman, A (Un homme et une femme)",12
2970,Fitzcarraldo,0
2971,All That Jazz,0
2972,Red Sorghum (Hong gao liang),0
2973,Crimes and Misdemeanors,1
2974,Bats,2
2975,"Best Man, The",1
2976,Bringing Out the Dead,0
2977,Crazy in Alabama,1
2978,Three to Tango,11
2979,Body Shots,0
2982,"Guardian, The",2
2983,"Ipcress File, The",5
2984,On Any Sunday,8
2985,RoboCop,16
2986,RoboCop 2,16
2987,Who Framed Roger Rabbit?,17
2988,Melvin and Howard,0
2989,For Your Eyes Only,3
2990,Licence to Kill,3
2991,Live and Let Die,3
2992,Rawhead Rex,2
2993,Thunderball,3
2995,House on Haunted Hill,2
2996,Music of the Heart,0
2997,Being John Malkovich,1
3000,Princess Mononoke (Mononoke-hime),3
3002,My Best Fiend (Mein liebster Feind),8
3003,Train of Life (Train de vie),10
3004,"Bachelor, The",11
3005,"Bone Collector, The",5
3006,"Insider, The",6
3007,American Movie,8
3008,Last Night,0
3010,Rosetta,0
3011,"They Shoot Horses, Don't They?",0
3013,Bride of Re-Animator,7
3014,Bustin' Loose,7
3015,Coma,5
3016,Creepshow,2
3017,Creepshow 2,2
3018,Re-Animator,15
3019,Drugstore Cowboy,9
3020,Falling Down,0
3021,"Funhouse, The",2
3022,"General, The",7
3024,Piranha,15
3028,"Taming of the Shrew, The",7
3029,Nighthawks,0
3030,Yojimbo,3
3031,Repossessed,7
3032,"Omega Man, The",14
3033,Spaceballs,7
3034,Robin Hood,17
3035,Mister Roberts,1
3036,"Quest for Fire (Guerre du feu, La)",0
3037,Little Big Man,8
3038,"Face in the Crowd, A",0
3039,Trading Places,7
3040,Meatballs,7
3041,Meatballs Part II,7
3042,Meatballs III,7
3043,Meatballs 4,7
3044,Dead Again,5
3045,Peter's Friends,1
3046,"Incredibly True Adventure of Two Girls in Love, The",11
3048,Under the Rainbow,7
3051,Anywhere But Here,1
3052,Dogma,17
3053,"Messenger: The Story of Joan of Arc, The",0
3054,Pokémon: The First Movie,4
3055,Felicia's Journey,5
3056,Oxygen,9
3057,Where's Marlowe?,7
3060,"Commitments, The",1
3061,Holiday Inn,7
3062,"Longest Day, The",0
3063,Poison Ivy,6
3064,Poison Ivy: New Seduction,6
3066,Tora! Tora! Tora!,0
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),1
3068,"Verdict, The",0
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",13
3071,Stand and Deliver,1
3072,Moonstruck,11
3073,"Sandpiper, The",12
3074,Jeremiah Johnson,8
3075,Repulsion,0
3076,Irma la Douce,7
3077,42 Up,8
3078,Liberty Heights,0
3079,Mansfield Park,10
3081,Sleepy Hollow,2
3082,"World Is Not Enough, The",3
3083,All About My Mother (Todo sobre mi madre),0
3086,Babes in Toyland,17
3087,Scrooged,11
3088,Harvey,7
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),0
3090,Matewan,0
3091,Kagemusha,0
3093,McCabe & Mrs. Miller,0
3094,Maurice,12
3095,"Grapes of Wrath, The",0
3096,My Man Godfrey,7
3097,"Shop Around the Corner, The",10
3098,"Natural, The",0
3099,Shampoo,10
3100,"River Runs Through It, A",0
3101,Fatal Attraction,6
3102,Jagged Edge,5
3103,Stanley & Iris,12
3104,Midnight Run,16
3105,Awakenings,0
3106,Come See the Paradise,12
3107,Backdraft,0
3108,"Fisher King, The",10
3109,"River, The",0
3111,Places in the Heart,0
3112,'night Mother,0
3113,End of Days,2
3114,Toy Story 2,17
3115,Flawless,0
3117,Ride with the Devil,12
3120,"Distinguished Gentleman, The",7
3125,"End of the Affair, The",0
3127,Holy Smoke,1
3129,Sweet and Lowdown,1
3130,Bonfire of the Vanities,1
3132,Daddy Long Legs,1
3134,Grand Illusion (La grande illusion),0
3135,"Great Santini, The",0
3138,Stealing Home,0
3141,"Two Jakes, The",0
3142,U2: Rattle and Hum,8
3143,Hell in the Pacific,0
3145,Cradle Will Rock,0
3146,Deuce Bigalow: Male Gigolo,7
3147,"Green Mile, The",9
3148,"Cider House Rules, The",0
3150,"War Zone, The",6
3152,"Last Picture Show, The",0
3153,"7th Voyage of Sinbad, The",3
3155,Anna and the King,12
3156,Bicentennial Man,12
3157,Stuart Little,17
3158,"Emperor and the Assassin, The (Jing ke ci qin wang)",0
3159,Fantasia 2000,4
3160,Magnolia,0
3161,Onegin,12
3162,Simpatico,1
3163,Topsy-Turvy,1
3165,Boiling Point,0
3167,Carnal Knowledge,1
3168,Easy Rider,0
3169,The Falcon and the Snowman,9
3171,Room at the Top,0
3173,Any Given Sunday,0
3174,Man on the Moon,1
3175,Galaxy Quest,13
3176,"Talented Mr. Ripley, The",6
3177,Next Friday,7
3178,"Hurricane, The",0
3179,Angela's Ashes,0
3181,Titus,0
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",8
3183,"Third Miracle, The",0
3185,Snow Falling on Cedars,0
3186,"Girl, Interrupted",0
3189,My Dog Skip,0
3190,Supernova,13
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",0
3194,"Way We Were, The",12
3196,Stalag 17,0
3197,"Presidio, The",16
3198,Papillon,9
3200,"Last Detail, The",1
3201,Five Easy Pieces,0
3203,Dead Calm,5
3204,"Boys from Brazil, The",14
3206,Against All Odds,12
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),7
3210,Fast Times at Ridgemont High,10
3211,"Cry in the Dark, A",0
3213,Batman: Mask of the Phantasm,4
3214,American Flyers,0
3217,"Star Is Born, A",0
3219,Pacific Heights,5
3221,"Draughtsman's Contract, The",0
3223,"Zed & Two Noughts, A",0
3224,Woman in the Dunes (Suna no onna),0
3225,Down to You,11
3230,"Odessa File, The",5
3235,Where the Buffalo Roam,7
3238,Eye of the Beholder,5
3240,"Big Tease, The",7
3241,"Cup, The (Phörpa)",7
3243,Encino Man,7
3244,"Goodbye Girl, The",11
3246,Malcolm X,0
3247,Sister Act,7
3248,Sister Act 2: Back in the Habit,7
3249,"Hand That Rocks the Cradle, The",6
3250,Alive,0
3251,Agnes of God,0
3252,Scent of a Woman,0
3253,Wayne's World,7
3254,Wayne's World 2,7
3255,"League of Their Own, A",1
3256,Patriot Games,16
3257,"Bodyguard, The",12
3258,Death Becomes Her,7
3259,Far and Away,12
3260,Howards End,0
3261,Singles,10
3262,Twin Peaks: Fire Walk with Me,9
3263,White Men Can't Jump,1
3264,Buffy the Vampire Slayer,7
3265,Hard-Boiled (Lat sau san taam),16
3266,Man Bites Dog (C'est arrivé près de chez vous),9
3267,"Mariachi, El",16
3268,Stop! Or My Mom Will Shoot,7
3269,Forever Young,12
3270,"Cutting Edge, The",10
3271,Of Mice and Men,0
3272,Bad Lieutenant,9
3273,Scream 3,2
3274,Single White Female,6
3275,"Boondock Saints, The",16
3276,Gun Shy,7
3280,"Baby, The",2
3281,"Brandon Teena Story, The",8
3283,Minnie and Moskowitz,14
3284,They Might Be Giants,11
3285,"Beach, The",0
3286,Snow Day,7
3287,"Tigger Movie, The",4
3289,Not One Less (Yi ge dou bu neng shao),0
3294,Eaten Alive,2
3295,Raining Stones,0
3296,To Sir with Love,0
3298,Boiler Room,9
3299,Hanging Up,1
3300,Pitch Black,15
3301,"Whole Nine Yards, The",7
3302,Beautiful People,7
3303,Black Tar Heroin: The Dark End of the Street,8
3306,"Circus, The",7
3307,City Lights,10
3308,"Flamingo Kid, The",1
3310,"Kid, The",1
3313,Class Reunion,7
3315,Happy Go Lovely,8
3316,Reindeer Games,14
3317,Wonder Boys,1
3323,Chain of Fools,7
3324,Drowning Mona,7
3325,"Next Best Thing, The",1
3326,What Planet Are You From?,7
3327,Beyond the Mat,8
3328,Ghost Dog: The Way of the Samurai,9
3329,The Year My Voice Broke,12
3330,Splendor in the Grass,12
3331,My Tutor,0
3334,Key Largo,9
3338,For All Mankind,8
3341,Born Yesterday,7
3342,Birdy,0
3344,Blood Feast,2
3345,"Charlie, the Lonesome Cougar",4
3347,Never Cry Wolf,0
3350,"Raisin in the Sun, A",0
3353,"Closer You Get, The",11
3354,Mission to Mars,15
3355,"Ninth Gate, The",2
3357,East-West (Est-ouest),12
3358,Defending Your Life,10
3359,Breaking Away,1
3360,Hoosiers (a.k.a. Best Shot),12
3361,Bull Durham,10
3362,Dog Day Afternoon,9
3363,American Graffiti,1
3364,"Asphalt Jungle, The",8
3365,"Searchers, The",0
3368,"Big Country, The",12
3370,Betrayed,6
3372,"Bridge at Remagen, The",14
3374,Daughters of the Dust,0
3378,"Ogre, The (Unhold, Der)",0
3379,On the Beach,0
3384,"Taking of Pelham One Two Three, The",16
3385,Volunteers,7
3386,JFK,6
3387,Who's Harry Crumb?,7
3388,Harry and the Hendersons,7
3389,Let's Get Harry,3
3390,Shanghai Surprise,12
3391,Who's That Girl?,7
3392,She-Devil,7
3393,Date with an Angel,11
3394,Blind Date,11
3395,Nadine,7
3396,"Muppet Movie, The",17
3397,"Great Muppet Caper, The",7
3398,"Muppets Take Manhattan, The",7
3400,We're Back! A Dinosaur's Story,4
3401,Baby... Secret of the Lost Legend,13
3402,Turtle Diary,10
3403,Raise the Titanic,6
3404,Titanic,0
3405,"Night to Remember, A",0
3406,Captain Horatio Hornblower R.N.,3
3408,Erin Brockovich,0
3409,Final Destination,6
3410,Soft Fruit,1
3412,"Bear, The (Ours, L')",4
3414,Love Is a Many-Splendored Thing,12
3415,"Mirror, The (Zerkalo)",0
3417,"Crimson Pirate, The",7
3418,Thelma & Louise,9
3420,...And Justice for All,6
3421,Animal House,7
3422,She's Gotta Have It,11
3423,School Daze,0
3424,Do the Right Thing,0
3425,Mo' Better Blues,0
3426,Jungle Fever,12
3428,"Champ, The",0
3429,Creature Comforts,7
3430,Death Wish,16
3431,Death Wish 2,0
3432,Death Wish 3,0
3433,Death Wish 4: The Crackdown,0
3434,Death Wish 5: The Face of Death,0
3435,Double Indemnity,9
3436,Dying Young,12
3438,Teenage Mutant Ninja Turtles,17
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,4
3440,Teenage Mutant Ninja Turtles III,17
3441,Red Dawn,0
3442,Band of the Hand,16
3444,Bloodsport,14
3445,Eyes of Laura Mars,5
3446,Funny Bones,1
3447,"Good Earth, The",0
3448,"Good Morning, Vietnam",1
3449,"Good Mother, The",0
3450,Grumpy Old Men,7
3451,Guess Who's Coming to Dinner,0
3452,Romeo Must Die,16
3453,Here on Earth,12
3454,Whatever It Takes,11
3455,Buddy Boy,6
3456,"Color of Paradise, The (Rang-e khoda)",0
3459,Gothic,0
3461,Lord of the Flies,6
3462,Modern Times,10
3466,Heart and Souls,7
3467,Hud,0
3468,"Hustler, The",0
3469,Inherit the Wind,0
3470,Dersu Uzala,0
3471,Close Encounters of the Third Kind,13
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),7
3474,Retroactive,15
3475,"Place in the Sun, A",12
3476,Jacob's Ladder,2
3477,Empire Records,1
3478,"Bamba, La",0
3479,Ladyhawke,4
3480,Lucas,12
3481,High Fidelity,10
3483,"Road to El Dorado, The",4
3484,"Skulls, The",5
3489,Hook,17
3492,"Son of the Sheik, The",11
3494,True Grit,0
3496,Madame Sousatzka,0
3497,Max Dugan Returns,7
3498,Midnight Express,0
3499,Misery,6
3500,Mr. Saturday Night,1
3501,Murphy's Romance,11
3502,My Life,0
3503,Solaris (Solyaris),0
3504,Network,1
3505,No Way Out,6
3506,North Dallas Forty,1
3507,"Odd Couple, The",7
3508,"Outlaw Josey Wales, The",3
3510,Frequency,6
3511,Ready to Rumble,7
3512,Return to Me,12
3513,Rules of Engagement,6
3514,Joe Gould's Secret,0
3515,Me Myself I,11
3516,"Bell, Book and Candle",11
3519,Force 10 from Navarone,0
3521,Mystery Train,1
3524,Arthur,11
3525,Bachelor Party,7
3526,Parenthood,1
3527,Predator,14
3528,"Prince of Tides, The",12
3529,"Postman Always Rings Twice, The",5
3531,All the Vermeers in New York,10
3534,28 Days,0
3535,American Psycho,5
3536,Keeping the Faith,10
3537,Where the Money Is,1
3538,East is East,7
3539,"Filth and the Fury, The",8
3543,Diner,1
3544,Shakes the Clown,7
3545,Cabaret,0
3546,What Ever Happened to Baby Jane?,6
3548,Auntie Mame,1
3549,Guys and Dolls,11
3550,The Hunger,2
3551,Marathon Man,9
3552,Caddyshack,7
3553,Gossip,6
3554,Love and Basketball,12
3555,U-571,14
3556,"Virgin Suicides, The",12
3557,Jennifer 8,5
3559,Limelight,10
3563,"Crow: Salvation, The",2
3564,"Flintstones in Viva Rock Vegas, The",7
3565,Where the Heart Is,1
3566,"Big Kahuna, The",1
3567,Bossa Nova,10
3568,Smiling Fish and Goat on Fire,11
3569,"Idiots, The (Idioterne)",1
3571,Time Code,1
3572,Carnosaur,15
3573,Carnosaur 2,15
3574,Carnosaur 3: Primal Species,15
3576,"Hidden, The",15
3577,Two Moon Junction,12
3578,Gladiator,3
3580,Up at the Villa,0
3581,Human Traffic,7
3584,Breathless,6
3586,The Idolmaker,12
3587,Inferno,2
3590,"Lords of Flatbush, The",1
3591,Mr. Mom,1
3592,"Time Masters (Maîtres du temps, Les)",15
3593,Battlefield Earth,14
3594,Center Stage,0
3596,Screwed,7
3597,Whipped,7
3598,Hamlet,9
3599,Anchors Aweigh,7
3604,Gypsy,8
3606,On the Town,11
3608,Pee-wee's Big Adventure,7
3609,Regret to Inform,8
3614,Honeymoon in Vegas,11
3615,Dinosaur,4
3616,Loser,11
3617,Road Trip,7
3618,Small Time Crooks,7
3619,"Hollywood Knights, The",7
3622,"Twelve Chairs, The",7
3623,Mission: Impossible II,3
3624,Shanghai Noon,3
3625,Better Living Through Circuitry,8
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),7
3627,Carnival of Souls,2
3628,Flying Tigers,12
3629,"Gold Rush, The",11
3632,Monsieur Verdoux,7
3633,On Her Majesty's Secret Service,3
3634,Seven Days in May,5
3635,"Spy Who Loved Me, The",3
3637,Vagabond (Sans toit ni loi),0
3638,Moonraker,13
3639,"Man with the Golden Gun, The",3
3640,"King in New York, A",1
3641,"Woman of Paris, A",0
3643,"Fighting Seabees, The",0
3646,Big Momma's House,7
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",15
3649,American Gigolo,0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",2
3653,"Endless Summer, The",8
3654,"Guns of Navarone, The",3
3655,Blow-Out (La grande bouffe),0
3658,Quatermass and the Pit,15
3660,Puppet Master,15
3661,Puppet Master II,15
3662,Puppet Master III: Toulon's Revenge,15
3663,Puppet Master 4,15
3664,Puppet Master 5: The Final Chapter,15
3667,Rent-A-Cop,16
3668,Romeo and Juliet,12
3669,Stay Tuned,7
3671,Blazing Saddles,7
3672,Benji,4
3673,Benji the Hunted,4
3674,For the Love of Benji,1
3675,White Christmas,11
3676,Eraserhead,0
3677,Baraka,8
3678,"Man with the Golden Arm, The",0
3679,"Decline of Western Civilization, The",8
3680,"Decline of Western Civilization Part II: The Metal Years, The",8
3681,For a Few Dollars More (Per qualche dollaro in più),6
3682,Magnum Force,16
3683,Blood Simple,9
3684,"Fabulous Baker Boys, The",12
3685,Prizzi's Honor,10
3686,Flatliners,15
3687,Light Years (Gandahar),4
3688,Porky's,7
3689,Porky's II: The Next Day,7
3690,Porky's Revenge,7
3691,Private School,7
3692,Class of Nuke 'Em High,7
3693,"Toxic Avenger, The",7
3694,"Toxic Avenger, Part II, The",7
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",7
3696,Night of the Creeps,15
3697,Predator 2,14
3698,"Running Man, The",14
3699,Starman,12
3700,"Brother from Another Planet, The",0
3701,Alien Nation,9
3702,Mad Max,13
3703,"Road Warrior, The (Mad Max 2)",13
3704,Mad Max Beyond Thunderdome,13
3705,Bird on a Wire,11
3706,Angel Heart,2
3707,9 1/2 Weeks (Nine 1/2 Weeks),12
3708,Firestarter,2
3709,Sleepwalkers,2
3710,Action Jackson,16
3711,Sarafina!,0
3712,Soapdish,7
3713,"Long Walk Home, The",0
3714,Clara's Heart,0
3715,Burglar,7
3716,Fatal Beauty,16
3717,Gone in 60 Seconds,16
3719,Love's Labour's Lost,11
3720,Sunshine,0
3723,Hamlet,0
3724,Coming Home,0
3725,American Pop,8
3726,Assault on Precinct 13,14
3727,Near Dark,2
3728,One False Move,9
3729,Shaft,16
3730,"Conversation, The",0
3731,Cutter's Way,6
3732,"Fury, The",2
3733,"Paper Chase, The",0
3735,Serpico,9
3736,"Ace in the Hole (Big Carnival, The)",0
3737,Lonely Are the Brave,0
3738,"Sugarland Express, The",0
3739,Trouble in Paradise,11
3740,Big Trouble in Little China,3
3741,Badlands,9
3742,Battleship Potemkin,0
3743,Boys and Girls,11
3744,Shaft,16
3745,Titan A.E.,13
3746,Butterfly (La lengua de las mariposas),0
3747,Jesus' Son,0
3751,Chicken Run,17
3752,"Me, Myself & Irene",7
3753,"Patriot, The",0
3754,"Adventures of Rocky and Bullwinkle, The",17
3755,"Perfect Storm, The",6
3756,"Golden Bowl, The",0
3758,Communion,6
3760,"Kentucky Fried Movie, The",7
3761,"Blood In, Blood Out",16
3763,F/X,16
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),16
3765,"Hot Spot, The",12
3766,Missing in Action,14
3767,Missing in Action 2: The Beginning,14
3768,Braddock: Missing in Action III,14
3769,Thunderbolt and Lightfoot,14
3770,Dreamscape,15
3771,The Golden Voyage of Sinbad,3
3773,House Party,7
3774,House Party 2,10
3783,Croupier,9
3784,"Kid, The",7
3785,Scary Movie,7
3786,But I'm a Cheerleader,7
3787,Shower (Xizao),7
3788,Blow-Up (Blowup),0
3789,"Pawnbroker, The",0
3790,Groove,0
3791,Footloose,0
3792,Duel in the Sun,12
3793,X-Men,13
3794,Chuck & Buck,1
3795,"Five Senses, The",0
3797,"In Crowd, The",5
3798,What Lies Beneath,0
3799,Pokémon the Movie 2000,4
3801,Anatomy of a Murder,0
3802,Freejack,14
3806,Mackenna's Gold,8
3807,Sinbad and the Eye of the Tiger,4
3808,"Two Women (Ciociara, La)",0
3809,What About Bob?,7
3810,White Sands,6
3811,Breaker Morant,0
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,7
3813,Interiors,0
3814,Love and Death,7
3816,"Official Story, The (La historia oficial)",0
3819,Tampopo,7
3821,Nutty Professor II: The Klumps,7
3822,"Girl on the Bridge, The (Fille sur le pont, La)",12
3823,Wonderland,0
3824,Autumn in New York,12
3825,Coyote Ugly,10
3826,Hollow Man,15
3827,Space Cowboys,13
3830,Psycho Beach Party,2
3831,Saving Grace,7
3832,"Black Sabbath (Tre volti della paura, I)",2
3833,"Brain That Wouldn't Die, The",15
3834,Bronco Billy,12
3835,"Crush, The",5
3836,Kelly's Heroes,7
3837,Phantasm II,15
3838,Phantasm III: Lord of the Dead,2
3839,Phantasm IV: Oblivion,2
3840,Pumpkinhead,2
3841,Air America,7
3843,Sleepaway Camp,2
3844,Steel Magnolias,0
3845,And God Created Woman (Et Dieu... créa la femme),0
3846,Easy Money,7
3847,"Ilsa, She Wolf of the SS",2
3849,The Spiral Staircase,2
3851,I'm the One That I Want,7
3852,"Tao of Steve, The",7
3855,"Affair of Love, An (Liaison pornographique, Une)",12
3857,Bless the Child,5
3858,Cecil B. DeMented,7
3859,"Eyes of Tammy Faye, The",8
3861,"Replacements, The",7
3862,About Adam,7
3863,"Cell, The",6
3864,Godzilla 2000 (Gojira ni-sen mireniamu),13
3865,"Original Kings of Comedy, The",7
3868,"Naked Gun: From the Files of Police Squad!, The",11
3869,"Naked Gun 2 1/2: The Smell of Fear, The",7
3870,Our Town,0
3871,Shane,0
3872,"Suddenly, Last Summer",0
3873,Cat Ballou,7
3877,Supergirl,3
3879,"Art of War, The",14
3882,Bring It On,7
3884,"Crew, The",7
3888,Skipped Parts,12
3889,Highlander: Endgame (Highlander IV),3
3893,Nurse Betty,10
3894,Solas,0
3895,"Watcher, The",5
3896,"Way of the Gun, The",5
3897,Almost Famous,0
3898,Bait,7
3899,Circus,9
3900,Crime and Punishment in Suburbia,1
3901,Duets,1
3906,Under Suspicion,5
3908,Urban Legends: Final Cut,2
3909,Woman on Top,11
3910,Dancer in the Dark,0
3911,Best in Show,7
3912,Beautiful,1
3914,"Broken Hearts Club, The",0
3915,Girlfight,0
3916,Remember the Titans,0
3917,Hellraiser,2
3918,Hellbound: Hellraiser II,2
3919,Hellraiser III: Hell on Earth,2
3920,"Faraway, So Close (In weiter Ferne, so nah!)",12
3922,Bikini Beach,7
3925,Stranger Than Paradise,1
3926,Voyage to the Bottom of the Sea,13
3927,Fantastic Voyage,13
3928,Abbott and Costello Meet Frankenstein,7
3929,"Bank Dick, The",7
3930,"Creature from the Black Lagoon, The",15
3932,"Invisible Man, The",15
3933,"Killer Shrews, The",15
3937,Runaway,15
3938,"Slumber Party Massacre, The",2
3939,Slumber Party Massacre II,2
3940,Slumber Party Massacre III,2
3941,Sorority House Massacre,2
3942,Sorority House Massacre II,2
3943,Bamboozled,7
3945,Digimon: The Movie,4
3946,Get Carter,6
3947,Get Carter,16
3948,Meet the Parents,7
3949,Requiem for a Dream,0
3950,Tigerland,0
3951,Two Family House,0
3952,"Contender, The",6
3953,Dr. T and the Women,11
3955,"Ladies Man, The",7
3957,Billy Jack,0
3958,Billy Jack Goes to Washington,0
3959,"Time Machine, The",13
3962,Ghoulies II,7
3963,"Unsinkable Molly Brown, The",8
3964,"Adventures of Ichabod and Mr. Toad, The",4
3965,"Strange Love of Martha Ivers, The",0
3966,Detour,8
3967,Billy Elliot,0
3968,Bedazzled,7
3969,Pay It Forward,0
3971,"Private Eyes, The",7
3972,"Legend of Drunken Master, The (Jui kuen II)",7
3973,Book of Shadows: Blair Witch 2,5
3974,"Little Vampire, The",4
3977,Charlie's Angels,7
3978,"Legend of Bagger Vance, The",12
3979,Little Nicky,7
3980,Men of Honor,0
3981,Red Planet,14
3983,You Can Count on Me,12
3984,Diamonds Are Forever,3
3985,"Eagle Has Landed, The",0
3986,"6th Day, The",14
3987,Bounce,12
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),17
3989,One Day in September,8
3990,Rugrats in Paris: The Movie,17
3991,102 Dalmatians,7
3992,Malèna,12
3993,Quills,12
3994,Unbreakable,0
